cod_programa_siconv,data_disponibilizacao,data_fim_beneficiario_especifico,data_fim_emenda_parlamentar,data_fim_recebimento_propostas,data_inicio_beneficiario_especifico,data_inicio_emenda_parlamentar,data_inicio_recebimento_propostas,nome,obriga_plano_trabalho,orgao_executor,orgao_mandatario,orgao_superior,orgao_vinculado
"5600020091207","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091208","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091209","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091210","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091211","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091212","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091215","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091216","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091217","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091218","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091219","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091220","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091221","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091222","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091223","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091224","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091225","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091226","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091227","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091228","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091229","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091230","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091231","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091232","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091233","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091234","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091235","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091236","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091237","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091238","2009-04-24",,,"2009-12-31",,,"2009-04-24","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091240","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091241","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091242","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091243","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091244","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091245","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091246","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091247","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091248","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091249","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091250","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091251","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091252","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091253","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091254","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091255","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091256","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091257","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091258","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091259","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091260","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091261","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091262","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091264","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091265","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091266","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091267","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091268","2009-04-27",,,"2009-12-31",,,"2009-04-27","Habitação de Interesse Social","False","56000","25220","56000","56000"
"5600020091269","2009-04-27",,,"2010-01-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091271","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091272","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091273","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091274","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091275","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091276","2009-04-27",,,"2009-12-27",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091277","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091278","2009-04-27",,,"2009-12-27",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091279","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091280","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25282","56000","56000"
"5600020091281","2009-04-27",,,"2009-12-27",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091282","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091283","2009-06-09",,,"2009-12-27",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091284","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091285","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091286","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091287","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091288","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091289","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091290","2009-04-27",,,"2010-01-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091291","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091292","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091293","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091294","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091295","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091296","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091297","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091298","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091299","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091300","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091301","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091302","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091303","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091304","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091305","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091306","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091307","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091308","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091309","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091310","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091311","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091312","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091313","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091314","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091315","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091316","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091317","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091318","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091319","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091320","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091321","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091322","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091323","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091324","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091325","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091326","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091327","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091328","2009-08-06",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091330","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091331","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091332","2009-04-27",,,"2009-12-31",,,"2009-04-27","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091333","2009-04-27",,,"2009-12-31",,,"2009-04-27","Mobilidade Urbana","False","56000","25220","56000","56000"
"5600020091334","2009-04-27",,,"2009-12-31",,,"2009-04-27","Mobilidade Urbana","False","56000","25220","56000","56000"
"5600020091335","2009-04-27",,,"2009-12-31",,,"2009-04-27","Mobilidade Urbana","False","56000","25220","56000","56000"
"5600020091336","2009-04-27",,,"2009-12-31",,,"2009-04-27","Mobilidade Urbana","False","56000","25220","56000","56000"
"5600020091337","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091338","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091339","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091340","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091341","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091343","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091344","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091345","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091346","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091347","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091348","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091349","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091350","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091351","2009-04-28",,,"2010-01-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091352","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091353","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091354","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091355","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091356","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091357","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091358","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091359","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091360","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091361","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091362","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091363","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091364","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091365","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091366","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091367","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091368","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091369","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091370","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091371","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091372","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091373","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091374","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091375","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091376","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091377","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091378","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091379","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091380","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091381","2009-04-28",,,"2010-01-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091382","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091383","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091384","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091385","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091386","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091387","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091388","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091389","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091390","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091391","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091392","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091393","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091394","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091395","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091396","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091397","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091398","2009-04-28",,,"2010-01-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091399","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091400","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091401","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091402","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091403","2009-04-28",,,"2009-12-31",,,"2009-04-28","Mobilidade Urbana","False","56000","25220","56000","56000"
"5600020091404","2009-04-28",,,"2009-12-31",,,"2009-04-28","Mobilidade Urbana","False","56000","25220","56000","56000"
"5600020091405","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091406","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091407","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091408","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
"5600020091409","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091410","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","True","56000","25220","56000","56000"
"5600020091411","2009-04-28",,,"2009-12-31",,,"2009-04-28","Gestão da Política de Desenvolvimento Urbano","False","56000","25220","56000","56000"
